id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,instrumentalness,liveness,speechiness
1485,In der Gruft,"Original (German) Cast of ""Tanz Der Vampire""",show-tunes,melancholy,0.295,133.336,0.182,0.576,0.685,2.73e-06,0.0729,0.278
1486,Good Without,Mimi Webb,singer-songwriter,intense,0.576,89.962,0.269,0.616,0.0723,0.0,0.375,0.0532
1487,Addicted To Love,Robert Palmer;Eric 'ET' Thorngren,singer-songwriter,happy,0.81,111.58,0.966,0.669,0.408,8.58e-06,0.0614,0.0341
1488,Hallelujah,Rufus Wainwright,singer-songwriter,melancholy,0.196,72.124,0.421,0.273,0.885,0.0,0.105,0.0347
1489,Turning Page,Sydney Rose,singer-songwriter,melancholy,0.0182,109.107,0.114,0.404,0.964,0.00037,0.108,0.0414
1490,Because Of You,Stephen Sanchez,singer-songwriter,melancholy,0.163,130.273,0.303,0.401,0.932,0.0,0.119,0.0319
1491,you'd never know,BLÜ EYES,singer-songwriter,moody,0.43,149.859,0.174,0.626,0.149,1.01e-05,0.194,0.0741
1492,Who Says,John Mayer,singer-songwriter,fiery,0.509,90.457,0.367,0.584,0.267,0.00252,0.36,0.0287
1493,American Pie,Don McLean,singer-songwriter,melancholy,0.481,138.45,0.491,0.531,0.699,0.0,0.0842,0.06
1494,Taare,Arijit Anand,singer-songwriter,melancholy,0.146,124.588,0.227,0.428,0.867,0.0,0.116,0.0351
1495,Christmas Time,Bryan Adams,singer-songwriter,fiery,0.582,77.321,0.326,0.503,0.472,0.0,0.103,0.0253
1496,Mặt Mộc,Phạm Nguyên Ngọc;VAnh;Ân Nhi;BMZ,singer-songwriter,happy,0.727,167.979,0.697,0.599,0.668,2.58e-05,0.102,0.0783
1497,Lage Nahi Man,Vismay Patel,singer-songwriter,peaceful,0.318,124.938,0.508,0.622,0.855,0.00102,0.117,0.0268
1498,She's Always a Woman,Billy Joel,singer-songwriter,melancholy,0.324,176.631,0.384,0.292,0.797,0.000473,0.12,0.0346
1499,Talk,Hozier,singer-songwriter,intense,0.538,154.342,0.247,0.397,0.179,0.148,0.113,0.0339
1500,Thank You for Asking - Acoustic,Foy Vance,singer-songwriter,melancholy,0.0717,101.189,0.406,0.625,0.932,0.0,0.125,0.0571
1501,Abschiedslied,Farin Urlaub,ska,happy,0.953,198.012,0.683,0.441,0.00384,2.91e-05,0.841,0.116
1502,Talk Dirty To Me,Reel Big Fish,ska,happy,0.804,79.059,0.938,0.672,0.565,0.0,0.0667,0.065
1503,Cigarettes & Whiskey,Broilers,ska,aggressive,0.901,100.111,0.185,0.397,0.264,0.0,0.217,0.0972
1504,1%,Lars Frederiksen and the Bastards,ska,happy,0.992,181.567,0.828,0.331,0.000615,0.0,0.21,0.0749
1505,Sorrow,Mad Caddies,ska,excited,0.709,134.054,0.96,0.759,0.0912,9.76e-05,0.149,0.0361
1506,Nada Es Igual,La Portuaria,ska,energetic,0.827,115.716,0.557,0.731,0.169,1.4e-06,0.91,0.0472
1507,"Ay, Que Dios Boludo",Divididos,ska,aggressive,0.798,138.285,0.499,0.408,0.000335,1.76e-06,0.121,0.0333
1508,Your Day Will Come,Streetlight Manifesto,ska,energetic,0.75,131.837,0.622,0.42,0.0731,0.0211,0.0562,0.102
1509,It's Up To Me - 2005 Remaster,Pennywise,ska,aggressive,0.997,174.998,0.184,0.25,0.00626,0.0,0.408,0.139
1510,Amor Secreto,Kapanga,ska,happy,0.803,141.497,0.725,0.54,0.00214,7.37e-06,0.052,0.0476
1511,Dance Craze,Millencolin,ska,energetic,0.875,128.254,0.615,0.333,0.00256,0.0,0.242,0.136
1512,No Me Sueltes (Es Posible),Kapanga,ska,happy,0.908,153.99,0.77,0.551,0.0167,0.0,0.345,0.0926
1513,Transan,Intoxicados,ska,moody,0.49,83.963,0.426,0.627,0.139,0.000228,0.385,0.143
1514,Lady Demeter,Tim Armstrong,ska,happy,0.83,89.974,0.971,0.746,0.578,0.0015,0.333,0.0415
1515,Lycklig igen,Lasse Stefanz,ska,happy,0.809,142.067,0.967,0.704,0.312,0.0,0.0576,0.0295
1516,Waves : Healing Sounds,Sleep Sound Library,sleep,aggressive,0.987,51.706,0.0136,0.263,0.142,0.0432,0.856,0.128
1517,Rainfall on Roof,Rainfall For Sleep,sleep,aggressive,0.985,78.966,0.0131,0.276,0.857,0.649,0.949,0.0464
1518,Waves: Night,Ocean Waves For Sleep,sleep,sad,0.302,78.001,0.0136,0.0645,0.00312,0.0,0.607,0.2
1519,Glauben,Dax Wolf,sleep,melancholy,0.067,167.199,0.0367,0.0862,0.92,0.966,0.108,0.0456
1520,Stories,Rebecka Aether,sleep,melancholy,0.0133,64.156,0.0594,0.133,0.959,0.826,0.105,0.0422
1521,Waves: White Noise Sleep,Ocean Waves For Sleep,sleep,sad,0.293,76.229,0.014,0.0622,0.00307,0.0,0.842,0.256
1522,Calm Rain Water (No Fade),Pink Noise,sleep,intense,0.567,200.864,0.0338,0.129,0.0812,0.923,0.363,0.0523
1523,Pure Brown Noise - Loopable with No Fade,Deep Sleep;Relaxation And Meditation;Relax;Ontspanning Sound;Relajacion Del Mar,sleep,sad,2.01e-05,0.0,0.0,0.0,0.0,0.124,0.688,0.0
1524,A Waiting,Even Massi,sleep,melancholy,0.00552,73.031,0.0909,0.171,0.912,0.871,0.109,0.0422
1525,Maria durch ein Dornwald ging (Arr. Spindler for Oboe and Piano with an Improvisation by Becker),Traditional;Albrecht Mayer;Markus Becker,sleep,melancholy,0.0559,61.956,0.0778,0.104,0.991,0.964,0.0543,0.0439
1526,Smyrna,From Us,sleep,melancholy,0.0361,74.249,0.0755,0.0824,0.919,0.679,0.102,0.0456
1527,"Long Hairdryer, Fön, Baby Sleeping Sound, Haartrockner, Föhn, Secador, Sèche-cheveux, 电吹风, ドライヤー",Truesound Village,sleep,intense,0.532,91.951,1e-05,0.101,0.846,0.476,0.719,0.0676
1528,Baby Sleep Music and Lullabies,Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute,sleep,melancholy,0.00269,71.003,0.0514,0.164,0.995,0.984,0.0835,0.0414
1529,Comfy Coastline Beach Sounds,Ocean Sounds,sleep,aggressive,0.761,116.417,0.0111,0.205,0.583,0.217,0.601,0.0703
1530,The Best Music To Put You To Sleep,Binaural Beats Sleep,sleep,melancholy,0.042,88.016,0.232,0.389,0.955,0.929,0.112,0.0763
1531,Good Without,Mimi Webb,songwriter,intense,0.576,89.962,0.269,0.616,0.0723,0.0,0.375,0.0532
1532,These Days - Slowed + Reverb,Nico;uChill,songwriter,melancholy,0.131,74.655,0.107,0.255,0.973,0.124,0.116,0.0338
1533,Hallelujah,Rufus Wainwright,songwriter,melancholy,0.196,72.124,0.421,0.273,0.885,0.0,0.105,0.0347
1534,Amar Mawte (Female),Anupam Roy;Lopamudra Mitra,songwriter,peaceful,0.343,105.014,0.68,0.743,0.798,1.26e-05,0.1,0.0297
1535,Because Of You,Stephen Sanchez,songwriter,melancholy,0.163,130.273,0.303,0.401,0.932,0.0,0.119,0.0319
1536,you'd never know,BLÜ EYES,songwriter,moody,0.43,149.859,0.174,0.626,0.149,1.01e-05,0.194,0.0741
1537,Two Places at Once,Haley Joelle,songwriter,melancholy,0.278,104.84,0.237,0.497,0.792,0.0,0.308,0.0464
1538,MEAN!,Madeline The Person,songwriter,melancholy,0.416,175.191,0.433,0.502,0.912,0.0,0.0934,0.433
1539,Hai Koi Khayaal,Arijit Anand,songwriter,peaceful,0.158,124.804,0.545,0.37,0.886,0.0,0.249,0.0347
1540,Christmas Time,Bryan Adams,songwriter,fiery,0.582,77.321,0.326,0.503,0.472,0.0,0.103,0.0253
1541,Voh,Prateek Kuhad,songwriter,happy,0.715,133.989,0.708,0.68,0.0199,0.0984,0.0802,0.0309
1542,Bezubaan,Anupam Roy,songwriter,intense,0.56,155.701,0.168,0.403,0.354,5.71e-06,0.125,0.0362
1543,Heavy Heart,Gabrielle Aplin,songwriter,fiery,0.7,150.055,0.37,0.451,0.455,0.00233,0.405,0.0431
1544,Finish Line,Delaney Bailey,songwriter,melancholy,0.175,109.192,0.192,0.488,0.655,0.0111,0.33,0.0334
1545,Prom Queen,Catie Turner,songwriter,melancholy,0.184,112.365,0.274,0.487,0.634,0.0,0.15,0.0377
1546,I Feel Good,Pink Sweat$,soul,excited,0.75,106.0,0.628,0.803,0.0233,3.87e-05,0.045,0.0551
1547,I'll Take You There,The Staple Singers,soul,excited,0.594,101.564,0.841,0.864,0.156,8.34e-05,0.111,0.0448
1548,I Feel Good,Pink Sweat$,soul,excited,0.75,106.0,0.628,0.803,0.0233,3.87e-05,0.045,0.0551
1549,I Saw Mommy Kissing Santa Claus,The Jackson 5,soul,energetic,0.705,128.89,0.64,0.582,0.29,1.38e-06,0.797,0.0539
1550,Jingle Bells,Smokey Robinson & The Miracles,soul,happy,0.676,103.554,0.963,0.565,0.335,0.0,0.125,0.0384
1551,Could It Be I'm Falling in Love,The Spinners,soul,happy,0.727,207.266,0.826,0.382,0.729,0.0,0.196,0.0861
1552,Young Hearts Run Free,Candi Staton,soul,happy,0.693,115.514,0.825,0.646,0.162,5.79e-06,0.263,0.0436
1553,Santa Claus Go Straight To The Ghetto,James Brown,soul,happy,0.61,139.608,0.812,0.639,0.481,0.0,0.203,0.0446
1554,It Is What It Is,Jamie Miller,soul,fiery,0.741,161.917,0.318,0.691,0.0868,0.0,0.109,0.288
1555,Questions,Tamia,soul,melancholy,0.375,79.948,0.48,0.625,0.702,0.0,0.102,0.0767
1556,"Read All About It, Pt. III",Emeli Sandé,soul,melancholy,0.44,98.082,0.343,0.63,0.822,3.87e-06,0.0926,0.0249
1557,Rekere 2 (Mixed),Kabza De Small;Stakev,soul,excited,0.842,115.373,0.626,0.77,0.0874,0.513,0.0657,0.0398
1558,At My Worst (Nikhita Gandhi Remix),Pink Sweat$;Nikhita Gandhi,soul,peaceful,0.415,91.927,0.566,0.798,0.753,0.0,0.165,0.0403
1559,Drama,Roy Woods;Drake,soul,moody,0.358,122.021,0.118,0.708,0.157,0.0,0.109,0.0563
1560,Day Dreamin',Anthony Hamilton,soul,excited,0.645,77.012,0.686,0.78,0.0692,5.49e-05,0.102,0.225
1561,Hasta que salga el sol,Natos y Waor;Recycled J,spanish,chill,0.476,119.974,0.825,0.903,0.00193,0.0343,0.285,0.0532
1562,Una Lágrima Mas,Rosario,spanish,happy,0.844,121.097,0.786,0.637,0.25,0.0,0.319,0.0333
1563,Donde Descansa La Esperanza,Nach,spanish,fiery,0.559,132.499,0.366,0.507,0.707,0.000853,0.326,0.284
1564,Pastillas Rosas,Cepeda,spanish,happy,0.672,144.041,0.785,0.61,0.107,0.0,0.182,0.0883
1565,Juramento eterno de sal,Álvaro De Luna,spanish,happy,0.594,129.991,0.716,0.631,0.0225,1.91e-06,0.351,0.0581
1566,Aviones Plateados - En Directo,El Último De La Fila,spanish,energetic,0.518,139.941,0.544,0.69,0.394,0.0,0.14,0.0422
1567,Solo por una vez,Cyclo;Tefa,spanish,fiery,0.667,174.074,0.485,0.56,0.218,0.0,0.108,0.122
1568,Hollows,Cyclo;Rid3r,spanish,melancholy,0.496,92.128,0.397,0.536,0.637,0.0,0.084,0.358
1569,La Boca Junta,Melendi;Mau y Ricky,spanish,happy,0.836,154.952,0.802,0.663,0.464,0.0,0.0554,0.0384
1570,Brujas,Mägo de Oz,spanish,aggressive,0.922,126.611,0.403,0.458,0.011,1.14e-05,0.141,0.0868
1571,Buenos Genes,Rels B;DELLAFUENTE,spanish,excited,0.535,151.957,0.628,0.804,0.486,0.0,0.108,0.143
1572,Dicen,Antonio Orozco;KAROL G,spanish,happy,0.824,88.942,0.89,0.71,0.128,0.0,0.399,0.147
1573,Sin Tu Latido - En Directo,Luis Eduardo Aute,spanish,aggressive,0.775,150.019,0.394,0.441,0.808,1.54e-06,0.977,0.448
1574,Me Quedaré,Estopa,spanish,energetic,0.853,156.014,0.629,0.641,0.377,0.0,0.262,0.0591
1575,El Planeta Se Apaga,Saratoga,spanish,energetic,0.933,99.93,0.607,0.478,0.000301,0.000715,0.361,0.06
1576,All About Mine,Oscar Hollis,study,melancholy,0.18,130.002,0.0664,0.742,0.882,0.94,0.101,0.0689
1577,Profundo,Timothy Infinite,study,moody,0.413,181.961,0.243,0.669,0.353,0.86,0.11,0.0953
1578,los beachos,Lobby Lingu!n!,study,intense,0.599,172.057,0.256,0.618,0.371,0.827,0.834,0.15
1579,Fresher Scents,Nokawa,study,sad,0.3,176.397,0.49,0.645,0.109,0.903,0.0863,0.0641
1580,Kizutsuita,Nathan Kawanishi,study,excited,0.651,129.918,0.875,0.81,0.188,0.311,0.106,0.0515
1581,Follow Me,Lazy Leopard,study,melancholy,0.358,79.989,0.433,0.738,0.808,0.906,0.142,0.0595
1582,minor distance,SLKBTS,study,moody,0.443,72.993,0.215,0.782,0.157,0.884,0.102,0.0973
1583,Walk Around Lake Johnson,"Sarah, the Illstrumentalist",study,moody,0.43,89.538,0.345,0.74,0.384,0.654,0.118,0.053
1584,Raincoat,Ensidya,study,peaceful,0.384,84.98,0.504,0.713,0.781,0.863,0.376,0.0536
1585,Andrea Maria,´Goule,study,melancholy,0.239,167.936,0.336,0.642,0.907,0.955,0.109,0.162
1586,Two Layers of Confusion,Matt Large,study,energetic,0.642,141.913,0.539,0.663,0.0586,0.776,0.408,0.0882
1587,Planet Side,DGHTR,study,moody,0.396,144.036,0.284,0.716,0.33,0.816,0.104,0.0707
1588,Tassels,vibe academy,study,peaceful,0.347,170.055,0.599,0.664,0.672,0.335,0.108,0.13
1589,Derive,Jobii,study,melancholy,0.35,84.039,0.0632,0.648,0.91,0.775,0.0717,0.0481
1590,Hawaiian Organ Donor,Beat Oven,study,melancholy,0.0816,65.035,0.47,0.71,0.748,0.935,0.104,0.0605
1591,Snälla släck inte ljusen,Håkan Hellström,swedish,fiery,0.632,125.079,0.449,0.585,0.42,0.0,0.0909,0.0359
1592,No Tomorrow (Bonus Track),Rasmus Hagen;iamsimon,swedish,energetic,0.588,109.996,0.568,0.717,0.0859,1.06e-05,0.168,0.0387
1593,Det är vi ändå - Live,Benny Anderssons Orkester;Helen Sjöholm;Tommy Körberg,swedish,peaceful,0.437,136.89,0.799,0.592,0.757,0.0,0.914,0.0285
1594,Pärlor,Håkan Hellström,swedish,aggressive,0.87,119.999,0.306,0.527,0.355,0.000109,0.383,0.108
1595,Din mamma,Hov1,swedish,excited,0.622,94.971,0.728,0.776,0.155,0.0,0.22,0.122
1596,Nattradion,Anne Kihlstrom;Jan Ellerås,swedish,energetic,0.759,118.704,0.608,0.653,0.696,0.191,0.113,0.0955
1597,I sprickorna kommer ljuset in,Håkan Hellström,swedish,aggressive,0.875,132.033,0.381,0.425,0.0148,0.000269,0.147,0.0491
1598,Thank You For The Music,ABBA,swedish,melancholy,0.417,201.145,0.373,0.283,0.835,0.0,0.102,0.0404
1599,Blow My Brains Out,Tikkle Me,swedish,energetic,0.884,145.029,0.549,0.55,0.0867,1.55e-05,0.68,0.0363
1600,Heaven med dig,Veronica Maggio,swedish,energetic,0.656,128.024,0.558,0.554,0.558,0.000147,0.137,0.0433
1601,Body (Mixed),Eugy;Mr Eazi,swedish,sad,0.229,99.938,0.383,0.795,0.429,0.000576,0.623,0.248
1602,Not Sad Anymore,Clara Mae,swedish,fiery,0.523,94.025,0.376,0.675,0.761,3.17e-06,0.109,0.0444
1603,Skulle aldrig hända oss,Lars Winnerbäck,swedish,happy,0.827,152.353,0.829,0.463,0.00638,0.0377,0.147,0.0342
1604,Mannen i huset,ODZ,swedish,moody,0.388,98.929,0.382,0.725,0.0362,0.0174,0.132,0.284
1605,Tennessee Wigwalk,Cacka Israelsson,swedish,happy,0.52,171.181,0.811,0.544,0.691,0.0,0.137,0.261
1606,Djon maya maï (feat. Victor Démé),Synapson;Victor Démé,synth-pop,excited,0.647,105.012,0.749,0.79,0.2,0.109,0.0766,0.0375
1607,Bizarre Love Triangle,New Order;Ctrl Alt Esc,synth-pop,aggressive,0.79,118.941,0.331,0.66,0.054,0.000611,0.0957,0.0358
1608,There Must Be an Angel (Playing with My Heart),Eurythmics;Annie Lennox;Dave Stewart,synth-pop,energetic,0.78,112.046,0.648,0.599,0.284,5.8e-06,0.163,0.0365
1609,Never Stop,FM-84;Ollie Wride,synth-pop,energetic,0.743,168.009,0.523,0.404,0.00451,0.0402,0.172,0.0339
1610,True Romance,Tove Lo,synth-pop,sad,0.319,104.937,0.0853,0.477,0.5,1.1e-05,0.111,0.0302
1611,Obey,Priest,synth-pop,aggressive,0.793,123.884,0.0678,0.501,0.00623,0.000369,0.141,0.0422
1612,Disenchanted,The Communards,synth-pop,energetic,0.846,136.902,0.562,0.576,0.723,2.89e-06,0.205,0.0336
1613,sadder badder cooler,Tove Lo,synth-pop,moody,0.385,148.012,0.435,0.688,0.131,4.51e-05,0.0947,0.241
1614,Really don’t like u (feat. Kylie Minogue),Tove Lo;Kylie Minogue,synth-pop,intense,0.619,109.326,0.265,0.599,0.215,6.11e-05,0.0856,0.0736
1615,Watching The Wildlife,Frankie Goes To Hollywood,synth-pop,intense,0.717,133.021,0.206,0.584,0.185,8.96e-05,0.0945,0.038
1616,No One Dies From Love (220 KID Remix),Tove Lo;220 KID,synth-pop,happy,0.727,125.046,0.777,0.684,0.0987,0.0,0.0908,0.0403
1617,Time (Clock Of The Heart),Culture Club,synth-pop,happy,0.723,116.941,0.925,0.719,0.548,0.0,0.0883,0.0367
1618,Every Time You Go Away - Single Version,Paul Young,synth-pop,chill,0.484,164.199,0.506,0.621,0.37,2.24e-05,0.0955,0.029
1619,Junior Song,Indochine,synth-pop,happy,0.693,93.993,0.652,0.627,0.393,0.000358,0.0872,0.0233
1620,The Satisfied Mind,DEVO,synth-pop,happy,0.634,143.053,0.798,0.721,0.0755,5.51e-06,0.107,0.0353
1621,El firulete - Remastered,Julio Sosa,tango,energetic,0.523,137.451,0.649,0.407,0.95,2.78e-06,0.718,0.145
1622,Trasnochando,Miguel Calo;Raul Beron,tango,peaceful,0.13,124.481,0.659,0.66,0.912,0.516,0.194,0.133
1623,Isla de Capri,Alberto Gomez,tango,peaceful,0.12,113.009,0.737,0.511,0.951,0.0,0.367,0.0429
1624,Silencio,Carlos Gardel,tango,melancholy,0.315,113.349,0.322,0.459,0.994,0.000396,0.227,0.0381
1625,Taconeando,Sexteto Mayor,tango,melancholy,0.259,108.489,0.368,0.361,0.747,0.278,0.197,0.0332
1626,Mi Buenos Aires Querido,Osvaldo Fresedo y su Orquesta Típica,tango,melancholy,0.348,113.62,0.491,0.347,0.768,0.0131,0.244,0.033
1627,Casas Viejas,Charlo;Ada Falcón,tango,peaceful,0.176,71.419,0.765,0.48,0.992,0.0013,0.102,0.0658
1628,Libertango,Astor Piazzolla,tango,energetic,0.527,157.862,0.509,0.415,0.872,0.291,0.714,0.0651
1629,Milonga Brava,Francisco Canaro;Roberto Maida,tango,peaceful,0.399,108.921,0.829,0.749,0.934,0.912,0.108,0.0731
1630,Hopeinen kuu,Olavi Virta;Lauluyhtye Nordias;Jaakko Salon orkesteri,tango,melancholy,0.372,75.004,0.408,0.269,0.975,0.00152,0.147,0.037
1631,Don Agustín - Remastered,Osvaldo Pugliese,tango,peaceful,0.428,113.231,0.628,0.427,0.542,0.236,0.06,0.0351
1632,El bazar de los juguetes,Alberto Podestá;Rodolfo Lezica;Agustin Magaldi;Alberto Morán;Jorge Durán;Carlos Almada;Enrique Campos;Jorge Vidal;Mariano Leyes;Oscar Larroca;Armando Moreno;Alberto Marino,tango,peaceful,0.352,115.717,0.65,0.522,0.984,0.43,0.198,0.059
1633,Los mareados,Orquesta Color Tango De Roberto Alvarez,tango,melancholy,0.273,108.973,0.457,0.444,0.762,0.253,0.0892,0.0414
1634,Adiós Nonino,Astor Piazzolla;Astor Piazzolla Y Su Quinteto,tango,melancholy,0.221,114.347,0.234,0.419,0.841,0.166,0.101,0.0372
1635,Boleta,Adriana Varela,tango,peaceful,0.267,129.045,0.714,0.625,0.533,0.0,0.0857,0.125
1636,Warsaw - Original Mix,Alexander Alar;Beat Inside,techno,aggressive,0.964,122.007,0.404,0.699,0.001,0.771,0.187,0.035
1637,Emphasis - Sandro Galli Remix,Josement,techno,aggressive,0.897,129.994,0.181,0.57,0.0437,0.924,0.133,0.0442
1638,C'est bleu,Scooter,techno,aggressive,0.921,150.955,0.375,0.497,0.0727,0.000187,0.362,0.0443
1639,Aposch,Goom Gum,techno,aggressive,0.946,119.991,0.258,0.787,0.0609,0.539,0.0557,0.0811
1640,Pursuit,Gesaffelstein,techno,aggressive,0.934,108.982,0.0708,0.682,0.0619,0.926,0.106,0.0741
1641,セイシェルの夕陽(SEIKO STORY〜80's HITS COLLECTION〜),Seiko Matsuda,techno,melancholy,0.411,76.768,0.272,0.527,0.853,2.03e-05,0.247,0.0395
1642,Asura,Charlotte de Witte,techno,aggressive,0.902,136.014,0.409,0.731,0.0122,0.899,0.111,0.0511
1643,Boavista - Innellea Remix,Stephan Bodzin;Innellea,techno,aggressive,0.773,123.993,0.141,0.689,0.0673,0.794,0.103,0.0512
1644,Sunrise,Catz 'n Dogz;James Yuill,techno,melancholy,0.374,100.029,0.282,0.769,0.59,0.258,0.385,0.0912
1645,MajiでKoiする5秒前,Ryoko Hirosue,techno,happy,0.912,103.966,0.793,0.694,0.073,0.0,0.0406,0.0297
1646,Sveva,Malandra Jr.,techno,chill,0.459,122.001,0.521,0.872,0.00134,0.724,0.0918,0.0513
1647,Sex and the Machine,Pleasurekraft,techno,aggressive,0.979,132.023,0.231,0.546,0.00391,0.553,0.107,0.0739
1648,Schwarz,Boris Brejcha,techno,intense,0.556,125.004,0.225,0.807,0.00824,0.904,0.111,0.0741
1649,Control Yourself,Hozho,techno,intense,0.545,124.982,0.237,0.8,0.0952,0.747,0.11,0.045
1650,Dopamine,Anime;Dave Revan,techno,aggressive,0.98,100.005,0.107,0.479,0.000505,0.00124,0.516,0.0511
1651,Krishna (feat Ankit Sharda),Omiki;Planet 6;Ankit Sharda,trance,energetic,0.822,140.0,0.584,0.589,0.015,0.686,0.0895,0.0511
1652,Mahadeva,Astral Projection,trance,happy,0.984,149.836,0.824,0.523,0.0185,0.9,0.133,0.0373
1653,Balkan,Omiki,trance,aggressive,0.961,140.037,0.279,0.691,0.00106,0.324,0.194,0.162
1654,Getaway - Koven Remix,Tritonal;Angel Taylor;Koven,trance,aggressive,0.914,172.187,0.222,0.488,0.00415,0.0,0.158,0.223
1655,Odyssey to Anyoona - Wehbba Remix,Jam & Spoon;Wehbba,trance,aggressive,0.925,132.013,0.0368,0.516,0.00104,0.861,0.122,0.0474
1656,Let The Music Take Control,W&W;Blasterjaxx,trance,aggressive,0.971,194.956,0.175,0.388,0.00143,0.091,0.433,0.149
1657,Liberation - 155 Radio Edit,NG Rezonance,trance,aggressive,0.988,154.998,0.12,0.481,0.0182,0.967,0.119,0.204
1658,Surge - PROFF & Igor Garanin Remix,Above & Beyond;PROFF;Igor Garanin,trance,fiery,0.738,121.956,0.346,0.822,0.129,0.929,0.0959,0.053
1659,Saving Grace,DRYM;GXD;Christina Novelli,trance,aggressive,0.957,137.88,0.071,0.425,0.000366,0.0124,0.24,0.0888
1660,California,Gareth Emery;Gid Sedgwick,trance,aggressive,0.792,150.052,0.183,0.479,0.00164,5.1e-05,0.123,0.0412
1661,Deem Theatre (Tritonia 399),Rodrigo Deem,trance,aggressive,0.853,125.973,0.0686,0.58,0.11,0.965,0.292,0.0532
1662,My Breath,Dezza;Dan Soleil,trance,aggressive,0.771,123.991,0.366,0.699,0.0173,0.0168,0.318,0.0299
1663,With Your Hope - Maor Levi Remix,Above & Beyond;Richard Bedford;Maor Levi,trance,aggressive,0.964,127.969,0.228,0.609,0.00165,0.018,0.406,0.0931
1664,Harder (feat. Talay Riley),Tiësto;KSHMR;Talay Riley,trance,aggressive,0.806,126.039,0.294,0.606,0.232,2.46e-05,0.457,0.0589
1665,elise,Gareth Emery,trance,intense,0.525,129.967,0.14,0.469,0.144,5.36e-05,0.101,0.0478
1666,Lonely Road,Doctor Flake;Malika,trip-hop,fiery,0.687,79.014,0.341,0.629,0.112,0.881,0.0833,0.0286
1667,El Amor de este Pueblo,Federico Aubele,trip-hop,happy,0.632,79.39,0.667,0.566,0.0633,0.495,0.106,0.287
1668,First Day in New York,Nitin Sawhney,trip-hop,melancholy,0.162,129.92,0.23,0.644,0.913,0.883,0.104,0.0357
1669,Blue Lines - 2012 Mix/Master,Massive Attack,trip-hop,chill,0.496,95.494,0.947,0.855,0.0778,0.451,0.12,0.0824
1670,Dirty Laundry - Skeewiff Remix,Bitter:Sweet,trip-hop,excited,0.605,120.003,0.609,0.798,0.126,0.0127,0.109,0.0978
1671,Championsound,Radio Citizen;Bajka,trip-hop,aggressive,0.774,94.824,0.0892,0.719,0.00284,0.276,0.116,0.0612
1672,World Looking In,Morcheeba,trip-hop,happy,0.835,172.102,0.779,0.638,0.125,0.329,0.1,0.0687
1673,Hymn Of The Big Wheel,Massive Attack,trip-hop,moody,0.36,86.223,0.0918,0.404,0.173,0.000628,0.119,0.0575
1674,Baseball Cap,Faithless;Rollo Armstrong;Sister Bliss,trip-hop,energetic,0.59,200.269,0.524,0.719,0.0235,0.0284,0.0753,0.391
1675,Call Of The Wild,GusGus,trip-hop,aggressive,0.808,123.995,0.476,0.839,0.165,0.443,0.155,0.373
1676,Ray Payola,Morcheeba,trip-hop,energetic,0.79,80.036,0.556,0.616,0.246,0.733,0.0913,0.0787
1677,No,Wax Tailor,trip-hop,excited,0.809,84.051,0.651,0.784,0.234,0.00277,0.176,0.168
1678,Hold It Down,4hero;Lady Alma,trip-hop,excited,0.664,120.091,0.679,0.802,0.0213,9.11e-05,0.072,0.0728
1679,Soft,Lemon Jelly,trip-hop,intense,0.5,102.708,0.256,0.77,0.676,0.00738,0.107,0.0345
1680,Honeydew,Mr. Scruff;Feebi,trip-hop,excited,0.631,139.006,0.732,0.797,0.0184,0.00112,0.403,0.0748
1681,Yalan,Allame,turkish,fiery,0.535,79.462,0.398,0.503,0.526,0.0,0.0958,0.325
1682,Aramızda Uçurumlar,Suat Suna,turkish,excited,0.743,143.046,0.963,0.796,0.25,2.14e-06,0.0402,0.0375
1683,Rüyalar,Tepki,turkish,happy,0.871,89.984,0.808,0.682,0.0493,0.0,0.144,0.235
1684,Benim Olsan Sen,MAW;Myndless Grimes,turkish,intense,0.537,164.976,0.146,0.593,0.0662,0.00407,0.131,0.0389
1685,Konu Kilit,Norm Ender,turkish,excited,0.721,77.003,0.568,0.876,0.0216,0.0,0.0654,0.116
1686,Ağla Sevdam,Hayko Cepkin,turkish,intense,0.509,99.875,0.149,0.201,0.253,0.0,0.123,0.0373
1687,Unutamazsın,Taladro,turkish,energetic,0.623,68.944,0.549,0.414,0.291,0.0,0.107,0.0956
1688,Benzemez Kimse Sana,Müzeyyen Senar,turkish,melancholy,0.442,112.633,0.464,0.352,0.818,0.00373,0.101,0.0323
1689,YERDEN YÜKSEK,Contra;Anıl Piyancı,turkish,excited,0.685,99.042,0.726,0.911,0.265,0.0,0.0907,0.172
1690,İblisler,Rota,turkish,happy,0.886,144.972,0.667,0.688,0.115,0.0,0.187,0.339
1691,İyileşmiyor,Gece,turkish,fiery,0.628,126.006,0.366,0.63,0.103,1.23e-05,0.114,0.031
